scenario,method,seed,episode_id,step,action,action_category,stage,progress_delta,cumulative_progress,critical_load_recovery_ratio,communication_recovery_ratio,power_recovery_ratio,road_recovery_ratio,constraint_violation,invalid_action,wait_hold_usage
resource_moderate,baseline_rl,42,3,35,12,feeder,middle,-4.649162292480469e-06,0.041152626276016235,0.780169665813446,0.47668683528900146,0.6329328417778015,0.42146095633506775,1,1,0
resource_moderate,baseline_rl,42,3,36,14,wait,middle,0.0,0.041152626276016235,0.780169665813446,0.47668683528900146,0.6329328417778015,0.42146095633506775,0,0,1
resource_moderate,baseline_rl,42,3,37,12,feeder,middle,-5.662441253662109e-06,0.04114696383476257,0.782332718372345,0.47668683528900146,0.632911205291748,0.42146095633506775,0,0,0
resource_moderate,baseline_rl,42,3,38,12,feeder,middle,-4.649162292480469e-06,0.04114231467247009,0.7840945720672607,0.47668683528900146,0.6328935623168945,0.42146095633506775,1,1,0
resource_moderate,baseline_rl,42,3,39,14,wait,middle,0.0,0.04114231467247009,0.7840945720672607,0.47668683528900146,0.6328935623168945,0.42146095633506775,0,0,1
resource_moderate,baseline_rl,42,4,0,13,coordinated,middle,0.009577065706253052,0.009577065706253052,0.5760310888290405,0.5199280381202698,0.5332613587379456,0.45111051201820374,0,0,0
resource_moderate,baseline_rl,42,4,1,9,mes,middle,0.003500044345855713,0.013077110052108765,0.5910311341285706,0.5199280381202698,0.5465947389602661,0.45111051201820374,0,0,0
resource_moderate,baseline_rl,42,4,2,9,mes,middle,0.0034999847412109375,0.016577094793319702,0.6060311198234558,0.5199280381202698,0.5599281191825867,0.45111051201820374,0,0,0
resource_moderate,baseline_rl,42,4,3,9,mes,middle,0.0034999847412109375,0.02007707953453064,0.6210311055183411,0.5199280381202698,0.5732614398002625,0.45111051201820374,0,0,0
resource_moderate,baseline_rl,42,4,4,13,coordinated,middle,0.010174453258514404,0.030251532793045044,0.6344640851020813,0.5305125117301941,0.583845853805542,0.46286439895629883,0,0,0
resource_moderate,baseline_rl,42,4,5,9,mes,middle,0.0034999847412109375,0.03375151753425598,0.6494640707969666,0.5305125117301941,0.5971791744232178,0.46286439895629883,0,0,0
resource_moderate,baseline_rl,42,4,6,9,mes,middle,0.0034999847412109375,0.03725150227546692,0.6644641160964966,0.5305125117301941,0.6105125546455383,0.46286439895629883,0,0,0
resource_moderate,baseline_rl,42,4,7,9,mes,middle,0.003500044345855713,0.04075154662132263,0.6794641017913818,0.5305125117301941,0.6238458752632141,0.46286439895629883,0,0,0
resource_moderate,baseline_rl,42,4,8,12,feeder,middle,-1.2695789337158203e-05,0.040738850831985474,0.6842843890190125,0.5305125117301941,0.6237976551055908,0.46286439895629883,0,0,0
resource_moderate,baseline_rl,42,4,9,12,feeder,middle,-1.0669231414794922e-05,0.04072818160057068,0.6883514523506165,0.5305125117301941,0.6237570643424988,0.46286439895629883,0,0,0
resource_moderate,baseline_rl,42,4,10,12,feeder,middle,-9.715557098388672e-06,0.04071846604347229,0.6920570731163025,0.5305125117301941,0.6237199306488037,0.46286439895629883,1,1,0
resource_moderate,baseline_rl,42,4,11,14,wait,middle,0.0,0.04071846604347229,0.6920570731163025,0.5305125117301941,0.6237199306488037,0.46286439895629883,0,0,1
resource_moderate,baseline_rl,42,4,12,12,feeder,middle,-1.0311603546142578e-05,0.04070815443992615,0.6959835886955261,0.5305125117301941,0.6236806511878967,0.46286439895629883,0,0,0
resource_moderate,baseline_rl,42,4,13,12,feeder,middle,-8.58306884765625e-06,0.04069957137107849,0.6992462277412415,0.5305125117301941,0.6236481070518494,0.46286439895629883,1,1,0
resource_moderate,baseline_rl,42,4,14,14,wait,middle,0.0,0.04069957137107849,0.6992462277412415,0.5305125117301941,0.6236481070518494,0.46286439895629883,0,0,1
resource_moderate,baseline_rl,42,4,15,9,mes,middle,0.003500044345855713,0.044199615716934204,0.7142462730407715,0.5305125117301941,0.6369814276695251,0.46286439895629883,0,0,0
resource_moderate,baseline_rl,42,4,16,12,feeder,middle,-9.179115295410156e-06,0.044190436601638794,0.7177410125732422,0.5305125117301941,0.636946439743042,0.46286439895629883,0,0,0
resource_moderate,baseline_rl,42,4,17,12,feeder,middle,-7.569789886474609e-06,0.04418286681175232,0.7206150889396667,0.5305125117301941,0.636917769908905,0.46286439895629883,1,1,0
resource_moderate,baseline_rl,42,4,18,14,wait,middle,0.0,0.04418286681175232,0.7206150889396667,0.5305125117301941,0.636917769908905,0.46286439895629883,0,0,1
resource_moderate,baseline_rl,42,4,19,12,feeder,middle,-7.867813110351562e-06,0.04417499899864197,0.7236177325248718,0.5305125117301941,0.6368877291679382,0.46286439895629883,1,1,0
resource_moderate,baseline_rl,42,4,20,10,mes,middle,0.0034999847412109375,0.047674983739852905,0.7386177182197571,0.5305125117301941,0.650221049785614,0.46286439895629883,0,0,0
resource_moderate,baseline_rl,42,4,21,12,feeder,middle,-7.212162017822266e-06,0.04766777157783508,0.7413792610168457,0.5305125117301941,0.650193452835083,0.46286439895629883,1,1,0
resource_moderate,baseline_rl,42,4,22,14,wait,middle,0.0,0.04766777157783508,0.7413792610168457,0.5305125117301941,0.650193452835083,0.46286439895629883,0,0,1
resource_moderate,baseline_rl,42,4,23,12,feeder,middle,-7.033348083496094e-06,0.04766073822975159,0.7440505027770996,0.5305125117301941,0.6501667499542236,0.46286439895629883,0,0,0
resource_moderate,baseline_rl,42,4,24,12,feeder,middle,-5.602836608886719e-06,0.0476551353931427,0.746183454990387,0.5305125117301941,0.6501453518867493,0.46286439895629883,1,1,0
resource_moderate,baseline_rl,42,4,25,14,wait,middle,0.0,0.0476551353931427,0.746183454990387,0.5305125117301941,0.6501453518867493,0.46286439895629883,0,0,1
resource_moderate,baseline_rl,42,4,26,11,mes,middle,0.003500044345855713,0.05115517973899841,0.761183500289917,0.5305125117301941,0.6634787321090698,0.46286439895629883,0,0,0
resource_moderate,baseline_rl,42,4,27,12,feeder,middle,-6.020069122314453e-06,0.0511491596698761,0.763463020324707,0.5305125117301941,0.6634559035301208,0.46286439895629883,0,0,0
resource_moderate,baseline_rl,42,4,28,12,feeder,middle,-4.708766937255859e-06,0.05114445090293884,0.7652707099914551,0.5305125117301941,0.6634379029273987,0.46286439895629883,1,1,0
resource_moderate,baseline_rl,42,4,29,14,wait,middle,0.0,0.05114445090293884,0.7652707099914551,0.5305125117301941,0.6634379029273987,0.46286439895629883,0,0,1
resource_moderate,baseline_rl,42,4,30,12,feeder,middle,-5.841255187988281e-06,0.051138609647750854,0.7674899697303772,0.5305125117301941,0.6634156703948975,0.46286439895629883,1,1,0
resource_moderate,baseline_rl,42,4,31,14,wait,middle,0.0,0.051138609647750854,0.7674899697303772,0.5305125117301941,0.6634156703948975,0.46286439895629883,0,0,1
resource_moderate,baseline_rl,42,4,32,11,mes,middle,0.0034999847412109375,0.05463859438896179,0.7824900150299072,0.5305125117301941,0.6767489910125732,0.46286439895629883,0,0,0
resource_moderate,baseline_rl,42,4,33,12,feeder,middle,-5.9604644775390625e-06,0.05463263392448425,0.7847695350646973,0.5305125117301941,0.6767262816429138,0.46286439895629883,0,0,0
resource_moderate,baseline_rl,42,4,34,12,feeder,middle,-4.76837158203125e-06,0.05462786555290222,0.7865771651268005,0.5305125117301941,0.6767081618309021,0.46286439895629883,0,0,0
resource_moderate,baseline_rl,42,4,35,12,feeder,middle,-4.708766937255859e-06,0.054623156785964966,0.788384735584259,0.5305125117301941,0.6766901016235352,0.46286439895629883,1,1,0
resource_moderate,baseline_rl,42,4,36,14,wait,middle,0.0,0.054623156785964966,0.788384735584259,0.5305125117301941,0.6766901016235352,0.46286439895629883,0,0,1
resource_moderate,baseline_rl,42,4,37,12,feeder,middle,-5.841255187988281e-06,0.05461731553077698,0.7906040549278259,0.5305125117301941,0.6766678690910339,0.46286439895629883,1,1,0
resource_moderate,baseline_rl,42,4,38,14,wait,middle,0.0,0.05461731553077698,0.7906040549278259,0.5305125117301941,0.6766678690910339,0.46286439895629883,0,0,1
resource_moderate,baseline_rl,42,4,39,11,mes,middle,0.0034999847412109375,0.058117300271987915,0.8056040406227112,0.5305125117301941,0.6900011897087097,0.46286439895629883,0,0,0
resource_moderate,baseline_rl,42,5,0,9,mes,middle,0.003500044345855713,0.003500044345855713,0.625,0.4366666376590729,0.503333330154419,0.38333332538604736,0,0,0
resource_moderate,baseline_rl,42,5,1,9,mes,middle,0.0034999847412109375,0.00700002908706665,0.64000004529953,0.4366666376590729,0.5166667103767395,0.38333332538604736,0,0,0
resource_moderate,baseline_rl,42,5,2,9,mes,middle,0.0034999847412109375,0.010500013828277588,0.6549999713897705,0.4366666376590729,0.5300000309944153,0.38333332538604736,0,0,0
resource_moderate,baseline_rl,42,5,3,13,coordinated,middle,0.009474009275436401,0.01997402310371399,0.667864978313446,0.4462888538837433,0.5396221280097961,0.3945901691913605,0,0,0
resource_moderate,baseline_rl,42,5,4,9,mes,middle,0.0034999847412109375,0.023474007844924927,0.6828649640083313,0.4462888538837433,0.5529555678367615,0.3945901691913605,0,0,0
resource_moderate,baseline_rl,42,5,5,12,feeder,middle,-8.791685104370117e-06,0.023465216159820557,0.6862204074859619,0.4462888538837433,0.5529219508171082,0.3945901691913605,0,0,0
resource_moderate,baseline_rl,42,5,6,12,feeder,middle,-7.241964340209961e-06,0.023457974195480347,0.6889814734458923,0.4462888538837433,0.5528943538665771,0.3945901691913605,1,1,0
resource_moderate,baseline_rl,42,5,7,14,wait,middle,0.0,0.023457974195480347,0.6889814734458923,0.4462888538837433,0.5528943538665771,0.3945901691913605,0,0,1
resource_moderate,baseline_rl,42,5,8,12,feeder,middle,-7.569789886474609e-06,0.023450404405593872,0.6918671131134033,0.4462888538837433,0.5528655052185059,0.3945901691913605,0,0,0
resource_moderate,baseline_rl,42,5,9,12,feeder,middle,-6.139278411865234e-06,0.023444265127182007,0.6942053437232971,0.4462888538837433,0.5528421401977539,0.3945901691913605,1,1,0
resource_moderate,baseline_rl,42,5,10,14,wait,middle,0.0,0.023444265127182007,0.6942053437232971,0.4462888538837433,0.5528421401977539,0.3945901691913605,0,0,1
resource_moderate,baseline_rl,42,5,11,9,mes,middle,0.0034999847412109375,0.026944249868392944,0.7092053890228271,0.4462888538837433,0.5661754608154297,0.3945901691913605,0,0,0
resource_moderate,baseline_rl,42,5,12,12,feeder,middle,-6.496906280517578e-06,0.026937752962112427,0.7116788029670715,0.4462888538837433,0.5661507248878479,0.3945901691913605,0,0,0
resource_moderate,baseline_rl,42,5,13,12,feeder,middle,-5.185604095458984e-06,0.026932567358016968,0.7136459946632385,0.4462888538837433,0.566131055355072,0.3945901691913605,1,1,0
resource_moderate,baseline_rl,42,5,14,14,wait,middle,0.0,0.026932567358016968,0.7136459946632385,0.4462888538837433,0.566131055355072,0.3945901691913605,0,0,1
resource_moderate,baseline_rl,42,5,15,12,feeder,middle,-5.543231964111328e-06,0.026927024126052856,0.7157647609710693,0.4462888538837433,0.5661098957061768,0.3945901691913605,0,0,0
resource_moderate,baseline_rl,42,5,16,12,feeder,middle,-4.5299530029296875e-06,0.026922494173049927,0.7174903750419617,0.4462888538837433,0.5660925507545471,0.3945901691913605,1,1,0
resource_moderate,baseline_rl,42,5,17,14,wait,middle,0.0,0.026922494173049927,0.7174903750419617,0.4462888538837433,0.5660925507545471,0.3945901691913605,0,0,1
resource_moderate,baseline_rl,42,5,18,9,mes,middle,0.003500044345855713,0.03042253851890564,0.7324903607368469,0.4462888538837433,0.5794259905815125,0.3945901691913605,0,0,0
resource_moderate,baseline_rl,42,5,19,12,feeder,middle,-5.7220458984375e-06,0.030416816473007202,0.734666645526886,0.4462888538837433,0.5794041752815247,0.3945901691913605,0,0,0
resource_moderate,baseline_rl,42,5,20,12,feeder,middle,-4.559755325317383e-06,0.030412256717681885,0.7363922595977783,0.4462888538837433,0.5793869495391846,0.3945901691913605,1,1,0
resource_moderate,baseline_rl,42,5,21,14,wait,middle,0.0,0.030412256717681885,0.7363922595977783,0.4462888538837433,0.5793869495391846,0.3945901691913605,0,0,1
resource_moderate,baseline_rl,42,5,22,12,feeder,middle,-5.543231964111328e-06,0.030406713485717773,0.7385110259056091,0.4462888538837433,0.5793657302856445,0.3945901691913605,1,1,0
resource_moderate,baseline_rl,42,5,23,14,wait,middle,0.0,0.030406713485717773,0.7385110259056091,0.4462888538837433,0.5793657302856445,0.3945901691913605,0,0,1
resource_moderate,baseline_rl,42,5,24,11,mes,middle,0.003500014543533325,0.0339067280292511,0.7535109519958496,0.4462888538837433,0.5926991105079651,0.3945901691913605,0,0,0
resource_moderate,baseline_rl,42,5,25,12,feeder,middle,-5.7220458984375e-06,0.03390100598335266,0.7556872367858887,0.4462888538837433,0.5926772952079773,0.3945901691913605,0,0,0
resource_moderate,baseline_rl,42,5,26,12,feeder,middle,-4.5299530029296875e-06,0.03389647603034973,0.7574129104614258,0.4462888538837433,0.5926600694656372,0.3945901691913605,0,0,0
resource_moderate,baseline_rl,42,5,27,12,feeder,middle,-4.5299530029296875e-06,0.0338919460773468,0.7591385245323181,0.4462888538837433,0.5926428437232971,0.3945901691913605,1,1,0
resource_moderate,baseline_rl,42,5,28,14,wait,middle,0.0,0.0338919460773468,0.7591385245323181,0.4462888538837433,0.5926428437232971,0.3945901691913605,0,0,1
resource_moderate,baseline_rl,42,5,29,12,feeder,middle,-5.5730342864990234e-06,0.0338863730430603,0.7612571716308594,0.4462888538837433,0.5926216244697571,0.3945901691913605,1,1,0
resource_moderate,baseline_rl,42,5,30,14,wait,middle,0.0,0.0338863730430603,0.7612571716308594,0.4462888538837433,0.5926216244697571,0.3945901691913605,0,0,1
resource_moderate,baseline_rl,42,5,31,11,mes,middle,0.003500014543533325,0.03738638758659363,0.7762572169303894,0.4462888538837433,0.6059549450874329,0.3945901691913605,0,0,0
resource_moderate,baseline_rl,42,5,32,12,feeder,middle,-5.7220458984375e-06,0.03738066554069519,0.7784333825111389,0.4462888538837433,0.6059331893920898,0.3945901691913605,0,0,0
resource_moderate,baseline_rl,42,5,33,12,feeder,middle,-4.5299530029296875e-06,0.03737613558769226,0.780159056186676,0.4462888538837433,0.6059159636497498,0.3945901691913605,1,1,0
resource_moderate,baseline_rl,42,5,34,14,wait,middle,0.0,0.03737613558769226,0.780159056186676,0.4462888538837433,0.6059159636497498,0.3945901691913605,0,0,1
resource_moderate,baseline_rl,42,5,35,12,feeder,middle,-5.543231964111328e-06,0.03737059235572815,0.7822778224945068,0.4462888538837433,0.6058948040008545,0.3945901691913605,0,0,0
resource_moderate,baseline_rl,42,5,36,11,mes,middle,0.0034999847412109375,0.04087057709693909,0.7972777485847473,0.4462888538837433,0.6192281246185303,0.3945901691913605,0,0,0
resource_moderate,baseline_rl,42,5,37,12,feeder,middle,-5.185604095458984e-06,0.04086539149284363,0.7992526888847351,0.4462888538837433,0.6192083358764648,0.3945901691913605,1,1,0
resource_moderate,baseline_rl,42,5,38,14,wait,middle,0.0,0.04086539149284363,0.7992526888847351,0.4462888538837433,0.6192083358764648,0.3945901691913605,0,0,1
resource_moderate,baseline_rl,42,5,39,12,feeder,middle,-5.543231964111328e-06,0.04085984826087952,0.8013713955879211,0.4462888538837433,0.6191871762275696,0.3945901691913605,0,0,0
resource_moderate,baseline_rl,43,0,0,11,mes,middle,0.0034999847412109375,0.0034999847412109375,0.6050000190734863,0.46666669845581055,0.5166666507720947,0.4099999964237213,0,0,0
resource_moderate,baseline_rl,43,0,1,11,mes,middle,0.0034999847412109375,0.006999969482421875,0.6200000643730164,0.46666669845581055,0.5299999713897705,0.4099999964237213,0,0,0
resource_moderate,baseline_rl,43,0,2,11,mes,middle,0.0034999847412109375,0.010499954223632812,0.6350000500679016,0.46666669845581055,0.5433333516120911,0.4099999964237213,0,0,0
resource_moderate,baseline_rl,43,0,3,11,mes,middle,0.003500044345855713,0.013999998569488525,0.6500000357627869,0.46666669845581055,0.5566666722297668,0.4099999964237213,0,0,0
resource_moderate,baseline_rl,43,0,4,13,coordinated,middle,0.009763091802597046,0.02376309037208557,0.6630982756614685,0.47668683528900146,0.5666868090629578,0.42146095633506775,0,0,0
resource_moderate,baseline_rl,43,0,5,12,feeder,middle,-1.0013580322265625e-05,0.023753076791763306,0.6669154763221741,0.47668683528900146,0.5666486620903015,0.42146095633506775,0,0,0
resource_moderate,baseline_rl,43,0,6,12,feeder,middle,-8.344650268554688e-06,0.02374473214149475,0.6700868010520935,0.47668683528900146,0.566616952419281,0.42146095633506775,0,0,0
resource_moderate,baseline_rl,43,0,7,12,feeder,middle,-7.3909759521484375e-06,0.023737341165542603,0.6729057431221008,0.47668683528900146,0.5665886998176575,0.42146095633506775,1,1,0
resource_moderate,baseline_rl,43,0,8,14,wait,middle,0.0,0.023737341165542603,0.6729057431221008,0.47668683528900146,0.5665886998176575,0.42146095633506775,0,0,1
resource_moderate,baseline_rl,43,0,9,11,mes,middle,0.0034999847412109375,0.02723732590675354,0.6879057884216309,0.47668683528900146,0.579922080039978,0.42146095633506775,0,0,0
resource_moderate,baseline_rl,43,0,10,12,feeder,middle,-7.867813110351562e-06,0.02722945809364319,0.6909106373786926,0.47668683528900146,0.5798920392990112,0.42146095633506775,0,0,0
resource_moderate,baseline_rl,43,0,11,12,feeder,middle,-6.4373016357421875e-06,0.027223020792007446,0.6933507919311523,0.47668683528900146,0.5798676609992981,0.42146095633506775,1,1,0
resource_moderate,baseline_rl,43,0,12,14,wait,middle,0.0,0.027223020792007446,0.6933507919311523,0.47668683528900146,0.5798676609992981,0.42146095633506775,0,0,1
resource_moderate,baseline_rl,43,0,13,12,feeder,middle,-6.616115570068359e-06,0.027216404676437378,0.6958760619163513,0.47668683528900146,0.5798423886299133,0.42146095633506775,0,0,0
resource_moderate,baseline_rl,43,0,14,11,mes,middle,0.0034999847412109375,0.030716389417648315,0.7108760476112366,0.47668683528900146,0.5931757092475891,0.42146095633506775,0,0,0
resource_moderate,baseline_rl,43,0,15,12,feeder,middle,-5.9604644775390625e-06,0.030710428953170776,0.7131664752960205,0.47668683528900146,0.5931528210639954,0.42146095633506775,1,1,0
